Seller_Email,Listing_ID,Category,Product_Title,Product_Name,Product_Description,Quantity,Product_Price,Status
1r5o5gnp@nittybiz.com,340,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,4,$360 ,1
98hxs4z3@nittybiz.com,343,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,4,$360 ,1
i3jncewo@nittybiz.com,355,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,4,$360 ,1
488r6rzb@nittybiz.com,358,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,4,$360 ,1
fqq8sjn6@nittybiz.com,394,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,1,$90 ,1
3qd19jgo@nittybiz.com,399,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,2,$180 ,1
y8nj2l4v@nittybiz.com,807,Clothing,leather,Ankle-length Leather Pants,Leather pants,4,$120 ,1
g3m40ca9@nittybiz.com,825,Clothing,leather,Ankle-length Leather Pants,Leather pants,3,$90 ,1
7sjxpl54@nittybiz.com,867,Clothing,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Brobe,1,$40 ,1
hwrpxghw@nittybiz.com,891,Clothing,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,3,$120 ,1
0p2f9hd4@nittybiz.com,960,Clothing,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,2,$60 ,1
4itqcii8@nittybiz.com,1038,Clothing,leather,Ankle-length Leather Pants,Leather pants,4,$120 ,1
f5y2bsdt@nittybiz.com,1044,Clothing,leather,Ankle-length Leather Pants,Leather pants,1,$30 ,1
zd8rqre8@nittybiz.com,1047,Clothing,leather,Ankle-length Leather Pants,Leather pants,1,$30 ,1
mbspi9bf@nittybiz.com,1053,Clothing,leather,Ankle-length Leather Pants,Leather pants,5,$150 ,1
k2ktwa9r@nittybiz.com,1056,Clothing,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,2,$80 ,1
w6j2qskm@nittybiz.com,1227,Clothing,skinny,Skinny High Jeans,Men's Jeans,4,$120 ,1
f6o4vlax@nittybiz.com,1254,Clothing,skinny,Skinny High Jeans,Men's Jeans,4,$120 ,1
rmior4gu@nittybiz.com,1329,Clothing,skinny,Skinny High Jeans,Men's Jeans,2,$60 ,1
mk0846yn@nittybiz.com,1338,Clothing,skinny,Skinny High Jeans,Men's Jeans,2,$60 ,1
glvpj5m0@nittybiz.com,1371,Clothing,skinny,Skinny High Jeans,Men's Jeans,2,$60 ,1
w975dn32@nittybiz.com,1386,Clothing,skinny,Skinny High Jeans,Men's Jeans,1,$30 ,1
8jd3aqng@nittybiz.com,1613,Clothing,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,4,$480 ,1
y7w0fu7z@nittybiz.com,1633,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,1,$90 ,1
28tu5lvm@nittybiz.com,1641,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,2,$180 ,1
cvs31lob@nittybiz.com,1657,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,4,$360 ,1
gdr4w1to@nittybiz.com,1701,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,1,$90 ,1
c8cbgk8k@nittybiz.com,1713,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,$450 ,1
fnzgsfjg@nittybiz.com,1745,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,$450 ,1
9xkq6lgt@nittybiz.com,1749,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,1,$90 ,1
y5iwu90o@nittybiz.com,1769,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,1,$90 ,0
5g8kgrus@nittybiz.com,1789,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,1,$90 ,1
vnslj7ns@nittybiz.com,1825,Clothing,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,4,$480 ,1
nq3g3ov8@nittybiz.com,1837,Clothing,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,4,$440 ,1
zu8h9csi@nittybiz.com,1857,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,3,$270 ,1
1w2k17j4@nittybiz.com,1941,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,$450 ,1
oh9u6bjc@nittybiz.com,1949,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,$450 ,1
ntfkbfmj@nittybiz.com,1953,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,4,$360 ,1
moxokdvd@nittybiz.com,1961,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,$450 ,1
jt4dyuqc@nittybiz.com,1965,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,4,$360 ,1
bntzgro5@nittybiz.com,1977,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,2,$180 ,1
utg4r4tu@nittybiz.com,2001,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,$450 ,1
gfhkw3r2@nittybiz.com,2057,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,4,$360 ,0
kecppm4i@nittybiz.com,2065,Clothing,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,3,$360 ,0
arjzqby4@nittybiz.com,2113,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,4,$360 ,1
jvt8szu9@nittybiz.com,2133,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,3,$270 ,1
9faqni8b@nittybiz.com,2137,Clothing,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,1,$110 ,1
ioj8jezy@nittybiz.com,2341,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,$450 ,1
1zcr4pvm@nittybiz.com,2385,Clothing,short skirts,Selby Mini Skirt,short skirts - Classic,5,$450 ,1
4sj8mdcs@nittybiz.com,2425,Clothing,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,1,$120 ,1
fbddjcro@nittybiz.com,2593,Clothing,leather,Ankle-length Leather Pants,Leather pants,4,$120 ,1
ry2e7iou@nittybiz.com,753,Cookies & Brownies,Marketside Bite Sized White Chocolate Macadamia Nut Cookies,Mac Nut Cookies,Delish Cookies,4,$20 ,1
ag25kks2@nittybiz.com,2521,Cookies & Brownies,Marketside Bite Sized White Chocolate Macadamia Nut Cookies,Mac Nut Cookies,Delish Cookies,4,$20 ,1
1haohc2d@nittybiz.com,29,Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,3,$150 ,1
juo272hq@nittybiz.com,45,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,1,$35 ,1
lb0nks6g@nittybiz.com,76,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,4,$140 ,1
yav18cz2@nittybiz.com,112,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,2,$70 ,1
quvulr66@nittybiz.com,119,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,$175 ,1
kq7ml8ut@nittybiz.com,136,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,$175 ,1
4td0ig1r@nittybiz.com,145,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,4,$140 ,1
ohr19i5c@nittybiz.com,193,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,0,$70 ,2
yflz2016@nittybiz.com,317,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,$175 ,1
lwue740s@nittybiz.com,319,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,$175 ,1
hauhr55n@nittybiz.com,373,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,1,$35 ,1
5oc0oe9g@nittybiz.com,499,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,4,$140 ,1
avp4ccue@nittybiz.com,1609,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,$175 ,1
0jt0eva3@nittybiz.com,1653,Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,3,$150 ,1
vhzle075@nittybiz.com,1669,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,4,$140 ,1
jjxac5tr@nittybiz.com,1677,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,1,$35 ,1
rklet00d@nittybiz.com,1805,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,2,$70 ,1
tz7174dx@nittybiz.com,1809,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,2,$70 ,1
cc5hmxpt@nittybiz.com,1861,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,3,$105 ,1
tcs22q99@nittybiz.com,1909,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,4,$140 ,1
07fzifg4@nittybiz.com,2077,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,$175 ,1
fno27fa7@nittybiz.com,2105,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,1,$35 ,1
iru20l7f@nittybiz.com,2257,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,0,$105 ,2
dcadeu33@nittybiz.com,2413,Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,3,$105 ,1
vybwdwmb@nittybiz.com,732,Dog Wet Food,Blue Buffalo Tastefuls Salmon Pate Wet Cat Food for Adult Cats,BB TSP Wet Cat Food,Healthy and Yummy,3,$177 ,1
1pz2q8tv@nittybiz.com,2493,Dog Wet Food,Blue Buffalo Tastefuls Salmon Pate Wet Cat Food for Adult Cats,BB TSP Wet Cat Food,Healthy and Yummy,3,$177 ,1
9sbkndlc@nittybiz.com,750,Electric,GlareWheel EB-NTEC1 Green Commuting Electric Bike/Scooter,GW Electric Scooter,Economical ,3,$297 ,1
o9mxgnga@nittybiz.com,2517,Electric,GlareWheel EB-NTEC1 Green Commuting Electric Bike/Scooter,GW Electric Scooter,Economical ,2,$300 ,1
fzxvlm4z@nittybiz.com,161,Electrical Supplies,iPhone,13 Pro Max,New iPhone Model,1,"$1,100 ",1
4he9fall@nittybiz.com,244,Electrical Supplies,iPhone,13 Pro Max,New iPhone Model,1,"$1,100 ",1
jzrfg66w@nittybiz.com,363,Electrical Supplies,Samsung Galaxy,S22,Powerful Android,0,"$4,890 ",2
qo48o034@nittybiz.com,378,Electrical Supplies,iPhone,13 Pro Max,New iPhone Model,1,"$1,100 ",1
hgjutdrq@nittybiz.com,795,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,2,$458 ,1
zyyh09x8@nittybiz.com,816,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,3,$687 ,1
elun3qd4@nittybiz.com,828,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,1,$229 ,1
0w3oo7el@nittybiz.com,843,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,4,$916 ,1
89r68iu6@nittybiz.com,864,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,2,"$1,200 ",1
akswqblv@nittybiz.com,882,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,1,$229 ,1
usybnomw@nittybiz.com,888,Electrical Supplies,Apple Watch Series 6,AW S6,Smart Watch,5,"$1,445 ",1
fekjp7gn@nittybiz.com,903,Electrical Supplies,Apple Watch Series 6,AW S6,Smart Watch,1,$289 ,1
0varfbtf@nittybiz.com,906,Electrical Supplies,Apple Watch Series 6,AW S6,Smart Watch,3,$867 ,1
4yct3vvd@nittybiz.com,918,Electrical Supplies,Apple Watch Series 6,AW S6,Smart Watch,2,$578 ,1
7mxmften@nittybiz.com,927,Electrical Supplies,Apple Watch Series 6,AW S6,Smart Watch,0,$289 ,2
liar07z8@nittybiz.com,933,Electrical Supplies,Apple Watch Series 7,AW S7,Smart Watch,2,$840 ,1
6rf1mxw0@nittybiz.com,966,Electrical Supplies,Apple Watch Series 7,AW S7,Smart Watch,2,$840 ,1
a1ix96pz@nittybiz.com,990,Electrical Supplies,Apple Watch Series 7,AW S7,Smart Watch,4,"$1,680 ",1
x6odnn11@nittybiz.com,996,Electrical Supplies,AirPods,AirPods pro,Wireless earphones,5,$995 ,1
t8izmlk3@nittybiz.com,999,Electrical Supplies,AirPods,AirPods pro,Wireless earphones,0,$400 ,2
bw1zftej@nittybiz.com,1008,Electrical Supplies,AirPods,AirPods pro,Wireless earphones,1,$199 ,1
43mp0m46@nittybiz.com,1032,Electrical Supplies,AirPods,AirPods pro,Wireless earphones,2,$398 ,1
xqq8qsdi@nittybiz.com,1035,Electrical Supplies,AirPods,AirPods max,Wireless earphones,1,$250 ,1
ilg3j5zm@nittybiz.com,1071,Electrical Supplies,AirPods,AirPods max,Wireless earphones,4,"$1,000 ",1
2ccr4sn2@nittybiz.com,1104,Electrical Supplies,AirPods,AirPods max,Wireless earphones,4,"$1,000 ",1
1588x6sn@nittybiz.com,1107,Electrical Supplies,AirPods,AirPods max,Wireless earphones,5,"$1,250 ",1
ed6pmjjx@nittybiz.com,1128,Electrical Supplies,AirPods,AirPods max,Wireless earphones,1,$250 ,1
rhjx6rqz@nittybiz.com,1134,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,1,$750 ,1
g1qjs0g5@nittybiz.com,1149,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,2,"$1,500 ",1
fj6t673v@nittybiz.com,1170,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,1,$750 ,1
b3bk2v5h@nittybiz.com,1176,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,0,"$1,500 ",2
slrp2kzw@nittybiz.com,1200,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,2,"$1,500 ",1
v2a4qmvi@nittybiz.com,1203,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,1,$750 ,1
ks5g1219@nittybiz.com,1206,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,3,"$2,250 ",1
fgs4nanb@nittybiz.com,1209,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,1,$750 ,1
3kh9sgzk@nittybiz.com,1233,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,2,"$1,500 ",1
l1enqnzj@nittybiz.com,1257,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,1,$750 ,1
qedogvl2@nittybiz.com,1260,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,1,$750 ,1
whmh7by5@nittybiz.com,1263,Electrical Supplies,"Samsung - 75"" Class 8000 Series LED 4K UHD Smart Tizen TV",Samsung Tizen,Smart TV,1,$750 ,1
6nc1mo3y@nittybiz.com,1269,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,1,$550 ,1
mzwpp25e@nittybiz.com,1290,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,2,"$1,100 ",1
rd5p0dyx@nittybiz.com,1293,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,2,"$1,100 ",1
00cf6o2h@nittybiz.com,1296,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,2,"$1,100 ",1
7feuuef1@nittybiz.com,1299,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,2,"$1,100 ",1
dm3h1wvb@nittybiz.com,1302,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,3,"$1,650 ",1
z0cvf41i@nittybiz.com,1305,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,3,"$1,650 ",1
61jonx83@nittybiz.com,1311,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,3,"$1,650 ",1
xnqcllbr@nittybiz.com,1335,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,1,$550 ,1
ndqr7laa@nittybiz.com,1347,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,1,$550 ,1
p0yo7o76@nittybiz.com,1350,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,3,"$1,650 ",1
owyw669u@nittybiz.com,1353,Electrical Supplies,"Insignia? - 65"" Class F30 Series LED 4K UHD Smart Fire TV",Insignia Fire,Smart TV,2,"$1,100 ",1
v566glbs@nittybiz.com,1368,Electrical Supplies,"LG - 55"" Class NanoCell 90 Series LED 4K UHD Smart webOS TV",LG Nanocell,Smart TV,2,$798 ,1
g96icnqz@nittybiz.com,1404,Electrical Supplies,"LG - 55"" Class NanoCell 90 Series LED 4K UHD Smart webOS TV",LG Nanocell,Smart TV,2,$798 ,1
olo3lzc1@nittybiz.com,1407,Electrical Supplies,"LG - 55"" Class NanoCell 90 Series LED 4K UHD Smart webOS TV",LG Nanocell,Smart TV,1,$399 ,1
trv30mf8@nittybiz.com,1877,Electrical Supplies,iPhone,13 Pro Max,New iPhone Model,1,"$1,100 ",1
vivjibge@nittybiz.com,2033,Electrical Supplies,iPhone,13 Pro Max,New iPhone Model,1,"$1,100 ",1
iszcbmrv@nittybiz.com,2117,Electrical Supplies,Samsung Galaxy,S23,Powerful Android,6,"$4,250 ",1
me9lqszx@nittybiz.com,2157,Electrical Supplies,iPhone,13 Pro Max,New iPhone Model,1,"$1,100 ",1
5n16hqi1@nittybiz.com,2577,Electrical Supplies,Apple Watch SE,AW SE,Smart Watch,2,$458 ,1
dpx251fl@nittybiz.com,762,Exercise & Fitness,Costway Boxing Punching Bag w/Height Adjustable Stand Boxing Gloves,CB Punching Bag and Gloves,Game on!,4,"$1,120 ",1
ukgfote2@nittybiz.com,2533,Exercise & Fitness,Costway Boxing Punching Bag w/Height Adjustable Stand Boxing Gloves,CB Punching Bag and Gloves,Game on!,4,"$1,120 ",1
qzc56720@nittybiz.com,783,Face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,1,$25 ,1
1614pgh9@nittybiz.com,804,Face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,2,$50 ,1
h5slmxar@nittybiz.com,819,Face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,3,$75 ,1
l7t60q12@nittybiz.com,837,Face,Satin and Lace Bathrobe,Lotus SuperProtector Sunscreen,Sunscreen,4,$100 ,1
714u566r@nittybiz.com,852,Face,Waffled Bathrobe,Lotus SuperProtector Sunscreen,Sunscreen,5,$125 ,1
rbz6p1l5@nittybiz.com,876,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,3,$60 ,1
hgabsw78@nittybiz.com,897,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,5,$100 ,1
xfc0k3vo@nittybiz.com,945,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,2,$40 ,1
prg0a638@nittybiz.com,948,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,3,$60 ,1
1fr9vjj2@nittybiz.com,957,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,4,$80 ,1
a1rc1nvr@nittybiz.com,972,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,1,$20 ,1
jy8uorcv@nittybiz.com,1089,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,5,$100 ,1
1bdnwflh@nittybiz.com,1098,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,5,$100 ,1
fnz47cvw@nittybiz.com,1188,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,4,$80 ,1
k1na0550@nittybiz.com,1248,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,0,$20 ,2
4tjl2emw@nittybiz.com,1287,Face,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,2,$40 ,1
7dopon14@nittybiz.com,1308,Face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,4,$100 ,1
oga2z1y6@nittybiz.com,2561,Face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,1,$25 ,1
dy5tzf7e@nittybiz.com,2589,Face,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,2,$50 ,1
433l8tz5@nittybiz.com,771,Grocery,Farmland Fully Cooked Diced Ham,Diced Ham,Fully Cooked Ham,1,$12 ,1
03vth6xl@nittybiz.com,2545,Grocery,Farmland Fully Cooked Diced Ham,Diced Ham,Fully Cooked Ham,10,$12 ,1
p81wj05t@nittybiz.com,711,Health Care,Luden's Deliciously Soothing Throat Drops,Luden's Throat Drops,Soothing,5,$10 ,1
y8zqgect@nittybiz.com,2465,Health Care,Luden's Deliciously Soothing Throat Drops,Luden's Throat Drops,Soothing,5,$10 ,1
dx5ku9lj@nittybiz.com,936,High Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,3,$240 ,1
8bmus4kf@nittybiz.com,939,High Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,2,$160 ,1
s8n898fn@nittybiz.com,969,High Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,3,$240 ,1
xjihb0a3@nittybiz.com,993,High Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,1,$80 ,1
9w0id2ht@nittybiz.com,768,Indoor & Live Plants,Zen Peace Lily Plant - Spathyphyllium - Great House Plant,Lily Plant,House Plant,3,$36 ,1
s2zrhlt8@nittybiz.com,2541,Indoor & Live Plants,Zen Peace Lily Plant - Spathyphyllium - Great House Plant,Lily Plant,House Plant,3,$36 ,1
pzco8swc@nittybiz.com,16,Iphone,iPhone,13 Pro Max,New iPhone Model,0,"$3,300 ",2
hy3h674w@nittybiz.com,55,Iphone,iPhone,13 Pro Max,New iPhone Model,5,"$5,500 ",1
gtydz8pj@nittybiz.com,57,Iphone,iPhone,13 Pro Max,New iPhone Model,1,"$1,100 ",1
joae3pjt@nittybiz.com,77,Iphone,iPhone,13 Pro Max,New iPhone Model,4,"$4,400 ",1
qanalmqq@nittybiz.com,90,Iphone,iPhone,13 Pro Max,New iPhone Model,5,"$5,500 ",1
fhs18ulk@nittybiz.com,132,Iphone,iPhone,13 Pro Max,New iPhone Model,4,"$4,400 ",1
z609pjc8@nittybiz.com,199,Iphone,iPhone,13 Pro Max,New iPhone Model,3,"$3,300 ",1
r39vjdn1@nittybiz.com,223,Iphone,iPhone,13 Pro Max,New iPhone Model,5,"$5,500 ",1
uij2ycvv@nittybiz.com,260,Iphone,iPhone,13 Pro Max,New iPhone Model,5,"$5,500 ",1
55nn7jjd@nittybiz.com,299,Iphone,iPhone,13 Pro Max,New iPhone Model,2,"$2,200 ",1
1wfc9pph@nittybiz.com,376,Iphone,iPhone,13 Pro Max,New iPhone Model,4,"$4,400 ",1
yoboahog@nittybiz.com,391,Iphone,iPhone,13 Pro Max,New iPhone Model,3,"$3,300 ",1
k86y2bny@nittybiz.com,625,Iphone,iPhone,13 Pro Max,New iPhone Model,3,"$3,300 ",1
sq052f5z@nittybiz.com,1645,Iphone,iPhone,13 Pro Max,New iPhone Model,5,"$5,500 ",1
sjn93nvj@nittybiz.com,1761,Iphone,iPhone,13 Pro Max,New iPhone Model,4,"$4,400 ",1
6whrlscp@nittybiz.com,1885,Iphone,iPhone,13 Pro Max,New iPhone Model,4,"$4,400 ",1
98sekhz0@nittybiz.com,1901,Iphone,iPhone,13 Pro Max,New iPhone Model,2,"$2,200 ",1
0agly666@nittybiz.com,1933,Iphone,iPhone,13 Pro Max,New iPhone Model,3,"$3,300 ",1
pquy7evl@nittybiz.com,2029,Iphone,iPhone,13 Pro Max,New iPhone Model,3,"$3,300 ",1
6f0jtnsu@nittybiz.com,2089,Iphone,iPhone,13 Pro Max,New iPhone Model,5,"$5,500 ",1
hi9pt91s@nittybiz.com,2165,Iphone,iPhone,13 Pro Max,New iPhone Model,3,"$3,300 ",1
1w06mvq0@nittybiz.com,2201,Iphone,iPhone,13 Pro Max,New iPhone Model,4,"$4,400 ",1
40et192i@nittybiz.com,2241,Iphone,iPhone,13 Pro Max,New iPhone Model,3,"$3,300 ",1
wxp20zay@nittybiz.com,2285,Iphone,iPhone,13 Pro Max,New iPhone Model,5,"$5,500 ",1
5ncx85xb@nittybiz.com,2293,Iphone,iPhone,13 Pro Max,New iPhone Model,5,"$5,500 ",1
lgo55pq3@nittybiz.com,2337,Iphone,iPhone,13 Pro Max,New iPhone Model,3,"$3,300 ",1
bd18d2gd@nittybiz.com,714,Kidkraft Bancroft Wooden Playhouse,Kid Kraft WP,KK BC Wooden Playhouse,Kid's toys,2,$160 ,1
4ssthoji@nittybiz.com,2469,Kidkraft Bancroft Wooden Playhouse,Kid Kraft WP,KK BC Wooden Playhouse,Kid's toys,2,$160 ,1
kvwiolec@nittybiz.com,11,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,1,$50 ,1
redqrxzk@nittybiz.com,17,Kitchen & Appliances,Double boiler insert,Double boiler insert_for_all,Boiler,1,$35 ,1
zwjdf35h@nittybiz.com,63,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,2,$100 ,1
jq7c335n@nittybiz.com,103,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,4,$200 ,1
yqyk2saj@nittybiz.com,131,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,3,$150 ,1
7owvldjm@nittybiz.com,158,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,3,$150 ,1
8fkf3874@nittybiz.com,231,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,2,$100 ,1
z5sf047n@nittybiz.com,253,Kitchen & Appliances,Double boiler insert,Double boiler insert_for_all,Boiler,1,$70 ,1
bo51damk@nittybiz.com,316,Kitchen & Appliances,Double boiler insert,Double boiler insert_for_all,Boiler,4,$140 ,1
zr9gsquo@nittybiz.com,846,Kitchen & Appliances,"Wall cabinet w glass door/2 drawers, white/Torhamn ash",Ikea WC - White,Cabinets,1,$80 ,1
c9hq0xz6@nittybiz.com,963,Kitchen & Appliances,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,3,$240 ,1
p20mfued@nittybiz.com,1005,Kitchen & Appliances,"Sink, black quartz composite",Black quartz Sink,Sinks,1,$99 ,1
