email,business_name,Business_Address_ID,bank_routing_number,bank_account_number,balance
y5iwu90o@nittybiz.com,Urban Retreat,a38426041d894a84b35e96a36c17173b,1200-6837-0,22306571,329474
5g8kgrus@nittybiz.com,Elite & Superior Market,3bedeb80c3c34f2d8cbe1522a76402e7,1200-6837-0,73832028,697626
vnslj7ns@nittybiz.com,Heritage Spot,84f96659b275406181ca4175b14700e6,1200-6837-0,46583252,789362
nq3g3ov8@nittybiz.com,Bright Cellar,dbcb24d01dca48d4a699dfbc90a44ddd,1200-6837-0,55086333,917785
zu8h9csi@nittybiz.com,Fork Solutions,6fabc5c14ffd45eb98e1e96c4ced5b4f,1200-6837-0,43141604,189834
1w2k17j4@nittybiz.com,Delightful Pub,72c0ac0a46314053a3b173d45403ddd6,1200-6837-0,87780123,804575
oh9u6bjc@nittybiz.com,Brilliant & Imperial Cellar,3f3108237d674118941134e6d50930ce,1200-6837-0,43589594,944462
ntfkbfmj@nittybiz.com,Reliable & Urban Retreat,0187f66483714c90a6b2f24c9a8b8b4a,1200-6837-0,15342058,48684
moxokdvd@nittybiz.com,Legacy Restaurant,8d6c782f62424adb95509414daef5fa3,1200-6837-0,35803858,868328
jt4dyuqc@nittybiz.com,Golden & Green Canteen,8bfa0c4253124ae7aed7e64656010dcc,1200-6837-0,12558110,417552
bntzgro5@nittybiz.com,Gallery Corporation,f6df6e823a674953af77db24d97045b5,1200-6837-0,16270918,137789
utg4r4tu@nittybiz.com,The New Lounge,61ec10282f7d42ff8abad24a29bf27d1,1200-6837-0,96278926,54413
gfhkw3r2@nittybiz.com,Creative & Sunny Center,2a10a243bb884d8ebba6c829e111c6ea,1200-6837-0,46268663,180126
kecppm4i@nittybiz.com,The Peaceful Parlor,d123a213ab934d1e9462e53cc1912c2c,1200-6837-0,76967760,335819
arjzqby4@nittybiz.com,Cellar Corporation,f6441d438d0546a1b614208675e27440,1200-6837-0,49248945,806302
jvt8szu9@nittybiz.com,Diner & Barbecue,f9bb4e1d7b2a43359bf3bc579f30efdd,1200-6837-0,65640613,406133
9faqni8b@nittybiz.com,Legacy & Sunny Cellar,067e50b0a0164f2780b5b33a469bd289,1200-6837-0,74372811,677090
ioj8jezy@nittybiz.com,Oven & Restaurant,2e4820b084ae450fa774a060ee88d9a1,1200-6837-0,19698306,196701
1zcr4pvm@nittybiz.com,Heritage Bistro,929d99e55ac541c483f08adda0a96bc2,1200-6837-0,53996857,147248
4sj8mdcs@nittybiz.com,Green & Rustic Terrace,902402d620634289ab8358890114b156,1200-6837-0,24035477,739159
fbddjcro@nittybiz.com,Superior & Happy Corner,0beb17a3374645c7aec11a5ded76804c,1200-6837-0,24327977,209609
ry2e7iou@nittybiz.com,Legacy Buffet,9070b935e850423f95178a405d4a5866,1200-6837-0,68248031,337286
ag25kks2@nittybiz.com,Bar & Griddle,b6f4747b69844352a7b1f391f1af53ca,1200-6837-0,93163324,938833
1haohc2d@nittybiz.com,The Blue Express,788773e1bbef40e4905fbe55475bceec,1200-6837-0,23482641,342591
juo272hq@nittybiz.com,Fresh & Modern Restaurant,92748092e5b54fa3bfd5a1d0f44f03fc,1200-6837-0,15669946,405653
lb0nks6g@nittybiz.com,Mart & Table,d852d3e5388a41eebb574babe7345537,1200-6837-0,55483799,229408
yav18cz2@nittybiz.com,Grand & Blue Spoon,2c14f4c5908a4518bbe137a948788161,1200-6837-0,27391391,30801
quvulr66@nittybiz.com,Brilliant & Innovative Grill,2b4b9a661dec4469a136a468870ce0ad,1200-6837-0,25334167,409045
kq7ml8ut@nittybiz.com,Heritage Pizzeria,d9eaf63860c643708d0a83fa34f8717b,1200-6837-0,70925644,948013
4td0ig1r@nittybiz.com,Stove & Station,8aa646cb8925450da8843a8bb8b1e6e3,1200-6837-0,24728394,867201
ohr19i5c@nittybiz.com,Creative Mart,77d0887ee3b44d5fa507928c8b88adf7,1200-6837-0,48110589,697852
yflz2016@nittybiz.com,New & Blue Bakery,fb8313f4aac74e7a9ce9f4d5a44d3cd2,1200-6837-0,11713118,666717
lwue740s@nittybiz.com,Urban Restaurant,2f428d85ae234cd591e8ef5c1143c317,1200-6837-0,93612342,524184
hauhr55n@nittybiz.com,Green Canteen,060a9c8462ba40abb46e85c4c774f45b,1200-6837-0,33921294,295769
5oc0oe9g@nittybiz.com,Fresh & Royal Delight,7c303871719b48eeb52a3c6a9cec458e,1200-6837-0,46209060,216986
avp4ccue@nittybiz.com,Green Hub,d72470174fcf4340b06bcc92c2084808,1200-6837-0,51431228,435503
0jt0eva3@nittybiz.com,Brilliant Fork,ce665a3f421e4bcb907ce977c6552e0f,1200-6837-0,43324925,56424
vhzle075@nittybiz.com,The Fresh Hub,ddc497f81e054d0d8cfbb02e2d508c1a,1200-6837-0,23089215,675362
jjxac5tr@nittybiz.com,Active Delight,00dfefb911cf42c7b740fc7612aa546f,1200-6837-0,14327160,526955
rklet00d@nittybiz.com,Grand Brewery,67a9860b9a194b6d839454108e5b345f,1200-6837-0,80643352,556257
tz7174dx@nittybiz.com,Prime & Sleek Parlor,6501afa5928843278cde2adc9b321426,1200-6837-0,12748884,919617
cc5hmxpt@nittybiz.com,Rustic Table,6cf5389d0bc746d4af7bddc5bb4a61e2,1200-6837-0,73574104,270976
tcs22q99@nittybiz.com,Terrace LLC,502852752b2b47a28532c2bca012b77c,1200-6837-0,97056246,272671
07fzifg4@nittybiz.com,Prosperous Kitchen,cc450f2976894fc9a048fb2804614878,1200-6837-0,55656320,91069
fno27fa7@nittybiz.com,Classic & Imperial Restaurant,194eebc3de6948228dc9828b196a5fd8,1200-6837-0,24442037,865329
iru20l7f@nittybiz.com,Pizzeria & Grill,a559f481ce614ab895b3348da082c264,1200-6837-0,61171354,946542
dcadeu33@nittybiz.com,Griddle & Feast,ff336c5f750443bea0c4ab3b4462696d,1200-6837-0,33852114,409233
vybwdwmb@nittybiz.com,Feast & Restaurant,ed8cd6e07b78473f9419a01e2401b27a,1200-6837-0,39419570,784183
1pz2q8tv@nittybiz.com,Inn & Stove,25b527bc43264d3bb0e6350acde636c3,1200-6837-0,47348646,250454
9sbkndlc@nittybiz.com,Shop LLC,40a91766321640a293a40ef57f5d8fcd,1200-6837-0,45608556,9125
o9mxgnga@nittybiz.com,Lounge & Roost,77be9fdaca7e4136aef30020f8aa2414,1200-6837-0,67760800,142184
fzxvlm4z@nittybiz.com,The Happy Center,d83219d0b8d04eda98cc94f347bbd7d0,1200-6837-0,54056442,421557
4he9fall@nittybiz.com,Bakery Group,e23fccbf3ffe4d2685ee82ccc2321ed4,1200-6837-0,36146845,580059
jzrfg66w@nittybiz.com,Reliable Buffet,c06889df3f374fe3abd25ddcb0f4478b,1200-6837-0,28765350,41872
qo48o034@nittybiz.com,Bar & Oven,356fc0c3e93244a092aec43f8fb886e2,1200-6837-0,55313459,292321
hgjutdrq@nittybiz.com,Active Center,070b7636c27d4a1d973c59fa06b58c3f,1200-6837-0,62595474,513444
zyyh09x8@nittybiz.com,Parlor Partners,653454f7f4d64a5a81e8b42f683a7562,1200-6837-0,86145628,540339
elun3qd4@nittybiz.com,Brewery & Spot,9923770c9d494c148bd2d1b0168f12db,1200-6837-0,46358683,178495
0w3oo7el@nittybiz.com,Legacy & Innovative Retreat,b4dc1cabbd7e443e876f55bda8aa3401,1200-6837-0,26848921,933573
89r68iu6@nittybiz.com,Stove LLC,fd8c15be36de49d4987f57489aa894db,1200-6837-0,43422332,712904
akswqblv@nittybiz.com,Noble & Grand Retreat,32b3819dde8d42e1b3cc54309d72084c,1200-6837-0,21088771,513020
usybnomw@nittybiz.com,The Charming Center,4ce85f5d29584c699f348e823e4f0e23,1200-6837-0,84686914,943337
fekjp7gn@nittybiz.com,Feast & Emporium,067dd596650040d28c9a3f0f4ccf5634,1200-6837-0,11841338,145358
0varfbtf@nittybiz.com,Majestic & Golden Stove,772068c2533241e4a2b38eef1aa4dfb0,1200-6837-0,31060329,936769
4yct3vvd@nittybiz.com,Parlor & House,d109ea21774b41b7ada9cc043214b788,1200-6837-0,63943864,242763
7mxmften@nittybiz.com,Oven Inc,35ad944cffdf41f7a759bb788b2f4c02,1200-6837-0,51255860,467567
liar07z8@nittybiz.com,Grill & Inn,a2b09dce0bf446c39f9c47137a07313d,1200-6837-0,29517280,654080
6rf1mxw0@nittybiz.com,Lively Stove,e247ab65bbce46ec9dbe211d9841616e,1200-6837-0,63550023,935716
a1ix96pz@nittybiz.com,Table & Stove,83086668fe3744af98f8c28c0829f760,1200-6837-0,85503617,465892
x6odnn11@nittybiz.com,The Creative Bar,2a9048a7e573439591277a76a316240b,1200-6837-0,62587855,311692
t8izmlk3@nittybiz.com,Grand Spoon,f62005448fd64e03a4bd0cd8945786d0,1200-6837-0,33675403,509441
bw1zftej@nittybiz.com,Plaza & Spoon,65f053fd5ae6483cb960c5a2a115cd93,1200-6837-0,19604544,502924
43mp0m46@nittybiz.com,The Reliable Bakery,7ea49b3b5c27442eaf29269e54ca4370,1200-6837-0,80863508,66329
xqq8qsdi@nittybiz.com,Restaurant & Roost,86e7dfa66f4d4715822d0eca9fc37150,1200-6837-0,78584731,394711
ilg3j5zm@nittybiz.com,New & Swift Terrace,1ee392dc731d459b8f493a33eefabab5,1200-6837-0,51473073,471571
2ccr4sn2@nittybiz.com,Majestic Pub,e8a2355b62e444d59f83967f43855423,1200-6837-0,79698222,844178
1588x6sn@nittybiz.com,Bold Inn,022e1838b59b49fa9156e6c1a205fe71,1787-2826-5,87728457,386960
ed6pmjjx@nittybiz.com,Heritage & Elegant Bar,3e80961184524880b317ebbc19e0c9d4,1787-2826-5,89308118,527503
rhjx6rqz@nittybiz.com,Delight & Fork,f6aa8d7a37d64dccb7d77935f7316d1a,1787-2826-5,34176463,377479
g1qjs0g5@nittybiz.com,The Legacy Bakery,6b74a6798c9d48f0bf2716e52d8e5223,1787-2826-5,70058424,409508
fj6t673v@nittybiz.com,Canteen & Parlor,30fec6413dbe4374a82993e7dd07abab,1787-2826-5,82774147,324209
b3bk2v5h@nittybiz.com,Pizzeria & Inn,f0d1f93034734db0982282a7c230860a,1787-2826-5,28852548,559998
slrp2kzw@nittybiz.com,Buffet & Pub,3cfb777decdc4fb1b80adfe595f4c161,1787-2826-5,49652047,321891
v2a4qmvi@nittybiz.com,Swift Corner,070b1ab3ae1b4946aa06eed608dbb832,1787-2826-5,79999422,696535
ks5g1219@nittybiz.com,The Elegant Parlor,0496e16138d644ab9c8a98b814d3a52a,1787-2826-5,61165660,16110
fgs4nanb@nittybiz.com,Majestic & Innovative Delight,9f15d02dc3f84d9e84960a57c17b16f1,1787-2826-5,21512620,274801
3kh9sgzk@nittybiz.com,Prosperous Grill,795b4763590743beb8cb34b66d51346f,1787-2826-5,79002073,605797
l1enqnzj@nittybiz.com,Bright & Prime Barbecue,5f4f4d45219e47ed856dee15e789c1a4,1787-2826-5,21449596,592444
qedogvl2@nittybiz.com,The Cozy Bakery,b0f3ce219ee04d47ba4aaf0416b1f935,1787-2826-5,78877885,146729
whmh7by5@nittybiz.com,Majestic & Mystic Spoon,37672df694364a4787fdfc53e3a2a204,1787-2826-5,16804922,510904
6nc1mo3y@nittybiz.com,The Swift Tavern,7aea5103a60346d6b6740189b4833550,1787-2826-5,75770993,300735
mzwpp25e@nittybiz.com,Elite Delight,44a9d0d8c92a48a3b2367a805155c204,1787-2826-5,91138100,683919
rd5p0dyx@nittybiz.com,Royal & Happy Chophouse,b8caefc4c71f43ad9f694535977ecd1e,1787-2826-5,49784507,740175
00cf6o2h@nittybiz.com,The Elite Spot,4687ac5d551649a0b88eecb6ecadf718,1787-2826-5,69139512,745389
7feuuef1@nittybiz.com,Bistro & Lounge,265ba9ddd4b246daa9ea88cb57ad6541,1787-2826-5,79118257,827134
dm3h1wvb@nittybiz.com,Buffet & Station,3ee48f3959244ec6b1e0c8d6c20d7fac,1787-2826-5,60356653,684974
z0cvf41i@nittybiz.com,Happy Delight,c47976cb59f04f04925da12afaef2583,1787-2826-5,68852932,429678
61jonx83@nittybiz.com,Urban Diner,470b1979e00f4fedbeb3f0d30007c822,1787-2826-5,39442738,589357
xnqcllbr@nittybiz.com,The Imperial Shop,b3145a307822411eb590199c0ab0d4f5,1787-2826-5,80127648,535522
ndqr7laa@nittybiz.com,Grill Limited,f475634f9a204fa7a0e261943448d27f,1787-2826-5,47313294,372726
p0yo7o76@nittybiz.com,Urban & Royal Stove,1f13941fc0ba403ba457c44bffea7410,1787-2826-5,20837193,469200
owyw669u@nittybiz.com,Bar & Stove,0fe85ba6772d4a03ab7294c17939b16e,1787-2826-5,45181023,313225
v566glbs@nittybiz.com,New & Imperial Buffet,e53d3b1018074541b5e265aa339883ed,1787-2826-5,10423306,104663
g96icnqz@nittybiz.com,The Classic Shop,5458f85e1c13426fa5a9bc89dce39195,1787-2826-5,36931219,822361
olo3lzc1@nittybiz.com,Golden & Swift Buffet,84fee9d8681141c78d96cac726338176,1787-2826-5,89367520,536763
trv30mf8@nittybiz.com,Grand Terrace,c280f206f4c3453a9eba52a1a7bbe45e,1787-2826-5,38890071,989204
vivjibge@nittybiz.com,Blue Fork,5c467d79f6e34e04be86da08bcc5239f,1787-2826-5,79558280,477860
iszcbmrv@nittybiz.com,The Heritage Bistro,5299c54d5f2c42c4b68d4ba81a68ac91,1787-2826-5,54707442,212739
me9lqszx@nittybiz.com,Sunny Pizzeria,070d82b245614eabb7356b8147490e92,1787-2826-5,75992380,294932
5n16hqi1@nittybiz.com,Swift Depot,18e31d814d8541c182cf97d113a2f5f0,1787-2826-5,30410171,133608
dpx251fl@nittybiz.com,Active & Green House,759eb817fe694058b88fcb971c2afc51,1787-2826-5,10854133,118165
ukgfote2@nittybiz.com,House & Bakery,35d124846b3e4b91b421fcc8a11deb31,1787-2826-5,22967732,531886
qzc56720@nittybiz.com,Plaza Group,7385c9d0ba334c5a82a24bc7e05bf3ee,1787-2826-5,71738166,437708
1614pgh9@nittybiz.com,The Rustic Cellar,6e1123eb840b499a8578859dfde6a173,1787-2826-5,19955117,594338
h5slmxar@nittybiz.com,Station Associates,aca8429ea70740e59146724d811681b5,1787-2826-5,32448642,279658
l7t60q12@nittybiz.com,The Majestic Market,d46dd0dbcf4d44178c90d24df3dcad5f,1787-2826-5,36687381,241179
714u566r@nittybiz.com,Reliable Spoon,983fca40cf94478e80d8c877f4b1630a,1787-2826-5,49309659,258218
rbz6p1l5@nittybiz.com,Express & Table,acdd57732eac4550a0ccb13edf594d31,1787-2826-5,44222383,301200
hgabsw78@nittybiz.com,Mystic & Legacy Table,b2e929eb0c1344a087abf157fdeb75ac,1787-2826-5,73337061,125653
xfc0k3vo@nittybiz.com,Prime Parlor,44e35e3c3c6644538dbe21b6e1b91779,1787-2826-5,97066077,621133
prg0a638@nittybiz.com,Urban Bakery,9b6efa52c00c420bb97b1eac8cea6dee,1787-2826-5,70610594,396100
1fr9vjj2@nittybiz.com,The Blue Fork,318e3edcbbb8493197095411459a07d2,1787-2826-5,35463897,551637
a1rc1nvr@nittybiz.com,The Imperial Fork,499e285a3df94ab0b64d526ffa90a5a4,1787-2826-5,34547380,700697
jy8uorcv@nittybiz.com,Innovative & Charming Stove,6b5bfd6b5f424a53b13f1786d8b01f90,1787-2826-5,45311990,210521
1bdnwflh@nittybiz.com,Prime & Heritage Plaza,716c56eae74a4d67819488f61d5a4323,1787-2826-5,95112835,600069
fnz47cvw@nittybiz.com,Emporium Inc,fb654ed5b31947f68a574629a7731713,1787-2826-5,29018760,298572
k1na0550@nittybiz.com,Kitchen & Barbecue,eb17e39eddfb416f9d711f83e776f66e,1787-2826-5,40097288,664299
4tjl2emw@nittybiz.com,Bold Emporium,d61a0bffec1148ba91023a80985e8792,1787-2826-5,16965269,213347
7dopon14@nittybiz.com,Retreat Partners,1180fc5d7d3d453d8ff27bb7b0d32844,1787-2826-5,37047190,681375
oga2z1y6@nittybiz.com,The Imperial Plaza,1e0c67c2df9c4b0f8ba20bfef62d6c0c,1787-2826-5,98545146,876629
dy5tzf7e@nittybiz.com,Bold Spoon,88ea7b13f84c47aa9ff992ea1cb51e06,1787-2826-5,89559481,564125
433l8tz5@nittybiz.com,Prime Brewery,e1d5f6464a004abd9ce31d89efcb541e,1787-2826-5,17244063,746498
03vth6xl@nittybiz.com,House Associates,caf825f05bf14426a25a904d755e5027,1787-2826-5,31692254,954137
p81wj05t@nittybiz.com,Innovative Terrace,acc190b1461d40f79cd6a1b69aa706f9,1787-2826-5,18124181,128609
y8zqgect@nittybiz.com,Blue Plaza,43bdf0174f6747e78e0d5a8f750e6eb9,1787-2826-5,73440411,647225
dx5ku9lj@nittybiz.com,Vibrant & Modern Shop,641b9bf387b14b3093f07b7b477d0a9c,1787-2826-5,41829718,483846
8bmus4kf@nittybiz.com,Bar Solutions,ae9896d8c746490d8809ba5e82627dc4,1787-2826-5,54333694,394438
s8n898fn@nittybiz.com,The Happy Shop,55b5632c77a540669d96a4ec24534fda,1787-2826-5,82257197,734210
xjihb0a3@nittybiz.com,Buffet Co,2c22ad6b2fad4ba29a653f6158bb3c86,1787-2826-5,96204582,882783
9w0id2ht@nittybiz.com,Rustic Emporium,61caca26e5ef4923b9bbcecb791903bd,1787-2826-5,22516198,867663
s2zrhlt8@nittybiz.com,The Mystic Cafe,7b44a697731b4f3da665753c8211da60,1787-2826-5,12209568,645345
pzco8swc@nittybiz.com,Market & Shop,7a56f6cf592145efad562403f6c91168,1787-2826-5,28447185,765196
hy3h674w@nittybiz.com,Golden & Lively Terrace,6b5e53c94aee4ffa84ba83e8f791e217,1787-2826-5,81331945,63926
gtydz8pj@nittybiz.com,Shop & Garden,87f28ef261794ce38ccfa4fd8b1279d9,1787-2826-5,32790164,372671
joae3pjt@nittybiz.com,The Delightful Oven,660e4a3488b349f5a67d6861f8740af6,1787-2826-5,53026101,377326
qanalmqq@nittybiz.com,Creative & Trendy Canteen,c124bdb50f0440df817bf6b77de1af57,1787-2826-5,83622372,853754
fhs18ulk@nittybiz.com,Hub LLC,0be9c95783bc4152924df9a4af3ceb0f,1787-2826-5,37141173,547036
z609pjc8@nittybiz.com,Modern & Dynamic Station,e0bf62463ddb4232a700f114adfa7abb,1787-2826-5,83108155,995953
r39vjdn1@nittybiz.com,The Sleek Delight,065a8ff6c8b54b5b96c484893a1ba5da,1787-2826-5,67503090,55394
uij2ycvv@nittybiz.com,Griddle & Diner,c78bb28dfe6b407da10eefa1d0b19885,1787-2826-5,39884280,342978
55nn7jjd@nittybiz.com,Delight & Buffet,897584423dbf4ca98abe086b6a008607,1787-2826-5,68027688,539576
1wfc9pph@nittybiz.com,Delightful & Rustic Station,c3e81473aa8841d89f3e8d409daed10d,1787-2826-5,98203211,692626
yoboahog@nittybiz.com,Brilliant Roost,d54b871acae0431197abbd64c77dc1bb,1787-2826-5,62584156,421217
k86y2bny@nittybiz.com,Pub & Express,34c3ee97c4eb4730b74941481864d1a5,1787-2826-5,97850073,977591
sq052f5z@nittybiz.com,The Royal Diner,47830c8f4bdb4889a9a9c28e3a67a97a,1787-2826-5,57357860,672181
sjn93nvj@nittybiz.com,The Trendy Barbecue,8eaa225755d9476d8dca6d946aa32946,1787-2826-5,97096509,501796
6whrlscp@nittybiz.com,Stove Enterprises,d7eaf31e8f3c4736af1b17a2fd7f7843,1787-2826-5,22442370,566552
98sekhz0@nittybiz.com,Brewery & Station,287047a0638a41ae9587a5515c6be387,1787-2826-5,51274523,563233
0agly666@nittybiz.com,The Legacy Barbecue,22cf88fb13da4ff9be67389639c35a56,1787-2826-5,68083160,944420
pquy7evl@nittybiz.com,Grand & Swift Delight,d72f8b58446e4b57aca649453fa61d5b,1787-2826-5,48394805,116489
6f0jtnsu@nittybiz.com,Peaceful & Elegant Brewery,3b3fed6172074a46a56535d708494036,1787-2826-5,34728682,831570
hi9pt91s@nittybiz.com,Mystic & Rustic Retreat,34565a6164bc479cb9deb9d53789e2ed,1787-2826-5,88713642,473753
1w06mvq0@nittybiz.com,Blue Barbecue,e3c4417e4ee24a7f87c458b2c5faf7bb,1787-2826-5,63733920,193076
40et192i@nittybiz.com,Mart & Fork,58cc5595b53245bdbba951e7ddf5d374,1787-2826-5,64198165,258906
wxp20zay@nittybiz.com,Lounge & Lounge,9863b482dfbc4f8f9035e401af2e7192,1787-2826-5,89874174,468165
5ncx85xb@nittybiz.com,The Elegant Spoon,b2ee2f63e97f419da794814d0566291e,1787-2826-5,10139049,113758
lgo55pq3@nittybiz.com,The Green Bakery,99a286c5a68a44ccbd14369d0f580dbb,1787-2826-5,39080741,608852
bd18d2gd@nittybiz.com,Radiant Inn,7f83f170e3724178aa31a83aafb0404b,1787-2826-5,32529803,685034
4ssthoji@nittybiz.com,Noble Diner,2e8bcd557d1f4298b04cfb78427a36f3,1787-2826-5,32258279,90514
kvwiolec@nittybiz.com,Heritage Chophouse,f54d5b4d866a4a7d860ab597c26ea882,1787-2826-5,64127276,596576
redqrxzk@nittybiz.com,Feast Enterprises,077968c90f274037b60e81684972d842,1787-2826-5,39496995,190872
zwjdf35h@nittybiz.com,Noble Buffet,f8a29f888fa54b77aa8e7541f8442fbb,1787-2826-5,27143799,583499
jq7c335n@nittybiz.com,Canteen & Eatery,7707f5f9ba044fbca1ec29193ca73020,1787-2826-5,47001521,749248
yqyk2saj@nittybiz.com,Bar Enterprises,b653d97dbaf54c1280fc1c2a66ab22e8,1787-2826-5,47875517,502636
7owvldjm@nittybiz.com,The Sleek Emporium,a8db278af4084306b3875aaf1efec991,1787-2826-5,52872894,229076
8fkf3874@nittybiz.com,The Happy Garden,268a4949488849b38fab122c0c4d5d2d,1787-2826-5,57853840,358150
z5sf047n@nittybiz.com,Bakery & Bakery,63f97e32f7894bd0bc43d113a431cb9b,2301-7752-2,23687178,148885
bo51damk@nittybiz.com,Royal Delight,5fb72be88d90490eb8ed9779aee3646d,2301-7752-2,97921630,916120
zr9gsquo@nittybiz.com,Sunny Feast,8d9eafb832ed45e284c5016a53ac5bbe,2301-7752-2,27187050,349447
c9hq0xz6@nittybiz.com,The Heritage Griddle,cfaa0edd52a6468f8d7fdcac0e29a774,2301-7752-2,26828268,762225
p20mfued@nittybiz.com,Shop & Mart,fcdcdee5d05b4ba58b8335d1552bcea5,2301-7752-2,48292326,496776
cfnd5woh@nittybiz.com,The Radiant Emporium,54123b6d22b84f38a0d31235114297ea,2301-7752-2,83236257,279470
tbmz4l2c@nittybiz.com,Blue Shop,f8cc6957ca2741a6bd4b8c68a3e1eb9f,2301-7752-2,66627613,218151
rxguo5j8@nittybiz.com,Creative & Prosperous Spot,2ffb114b15734680a01ad767a664db83,2301-7752-2,79575421,175542
gpnpmjys@nittybiz.com,The Vibrant Spot,c28f10a70f834f309dd91e03f30cd9a0,2301-7752-2,48610311,586669
phsoqq54@nittybiz.com,Mystic Bar,0bebb1583c9e4086becae010ab43c373,2301-7752-2,17817077,716796
2eo121gn@nittybiz.com,Elite & Innovative Spot,0c7a4cb39f6749109e95a680f57e871a,2301-7752-2,97021350,336587
eu2r2tob@nittybiz.com,The Vibrant Inn,4ad7c63086b64ddd8d3bde8e7b8850af,2301-7752-2,10772817,972046
ft5br2p2@nittybiz.com,Sunny & Legacy Spoon,df6085c44d7b475481d6900bc01335a4,2301-7752-2,21703838,304995
hrqk87m1@nittybiz.com,Royal & Prosperous Hub,502071e94309436cb46eb6b0964320aa,2301-7752-2,32180473,779103
ep6zi5q0@nittybiz.com,Royal Garden,3dba9f745611465a883cd3a1292ff485,2301-7752-2,59336951,147452
op7wxksc@nittybiz.com,Bakery & Feast,c538b7f8c70246c09a72c4a55923be28,2301-7752-2,59799517,431242
cj1kn5sj@nittybiz.com,New & Lively Griddle,278811788a8c449da9ccaa71bed997c7,2301-7752-2,16924903,368320
4xdhjcby@nittybiz.com,Shop & Restaurant,b2514131854942d598a19c50500ece06,2301-7752-2,82713143,645786
x4u4xrhm@nittybiz.com,Gallery & Roost,3d1915ef36ac493698274dee9986a01a,2301-7752-2,61268683,719784
zyquc37u@nittybiz.com,Heritage Table,1ee975d8dcb54225bcca961c4fd568de,2301-7752-2,95829652,49780
se6zwv48@nittybiz.com,The Heritage Hub,40e08eb2a2b14518a19af94060697be8,2301-7752-2,26718042,277219
9i8gh3pm@nittybiz.com,Royal & Heritage Pub,9f539e6b7b034dc8a672a5c208ac9068,2301-7752-2,88735020,458075
qwihw7yy@nittybiz.com,Trendy Delight,78bd0eb973a0439793a25c7ca0695082,2301-7752-2,58809020,469313
8kr49w3j@nittybiz.com,Diner Enterprises,7f190eea747b4a0bb46c03817585cfc6,2301-7752-2,44793730,268443
xlux3mbx@nittybiz.com,Peaceful Cellar,8336dbfbe9634f6ba1339ed0dcdb3352,2301-7752-2,87128245,293842
8wxvhelj@nittybiz.com,Depot Enterprises,00700a99490343c7818d411a36de0dc1,2301-7752-2,55840461,505321
1xa910x4@nittybiz.com,The Prime Center,d976058988854bd6bd68bd593139db7a,2301-7752-2,80765737,216256
4ek1623h@nittybiz.com,Lounge & Grill,ff245facc45444208c15fc4803f97b8f,2301-7752-2,22614940,468747
9jiod0zo@nittybiz.com,Sleek Station,a51400fa9d5144a086c31a4215e0d2a7,2301-7752-2,16315696,823229
uykgpj48@nittybiz.com,Barbecue & Buffet,a727601d68fc4c4ba79e8a6deaafcf4b,2301-7752-2,43391207,293903
ned3e967@nittybiz.com,Charming Cafe,e4dbea28af1f45d58de9255084a0f2f1,2301-7752-2,37511372,390174
y5zwyuf6@nittybiz.com,Green & Grand Brewery,b131a3f9b1974e6194623cbf1880800f,2301-7752-2,63278040,257375
thzdaxzc@nittybiz.com,Bar & Lounge,467b8ecbf3514767acffd9e82fc7efc2,2301-7752-2,54697555,66838
q4c9t5ie@nittybiz.com,Royal & Reliable Oven,61162797a06844c5920095d82f44a0c7,2301-7752-2,97059703,680256
nq9vh7mv@nittybiz.com,The Mystic Chophouse,094dae3b86d64851936138c88d91ed62,2301-7752-2,57641143,248608
nfopmqf7@nittybiz.com,The Bright Kitchen,9adbf3d9402e4e1d85bef270520669ae,2301-7752-2,90606865,885867
121qccaa@nittybiz.com,Kitchen & Buffet,fd9355a389404dd89a781c5840b057f1,2301-7752-2,56622245,563807
p3iu9c1v@nittybiz.com,Bistro Partners,c907ed0ea1544c3fa24d7289a71b3028,2301-7752-2,73679837,219688
3e8hfoco@nittybiz.com,Modern House,6f2922b3fb434736a118847283ee9033,2301-7752-2,96245891,754322
ff0iosxq@nittybiz.com,Reliable & Royal Inn,c470296afcdf40cfba37481bfad44296,2301-7752-2,74946838,84493
7kqw6yz2@nittybiz.com,Inn Partners,585b33345d864256ac694e5106024858,2301-7752-2,97864183,819610
tk2ez92k@nittybiz.com,The Vibrant Bakery,7ab0e3c6ec9a459f85100d41188c567e,2301-7752-2,53166239,219229
bbik14yi@nittybiz.com,Radiant Hub,37156267ef4e4ac981ee6942cd7507d6,2301-7752-2,89985474,571175
xo6053ng@nittybiz.com,The Brilliant Spot,0b327a8e64994e76b68795d06bcb770c,2301-7752-2,66986081,22653
tvbcnqtd@nittybiz.com,Pizzeria & Tavern,51f73f12ed13498f93e76abe55b87da3,2301-7752-2,59215562,760390
cgnx1666@nittybiz.com,The Prime Garden,b262adbe50a445a0bad5098a9f267006,2301-7752-2,29186960,159072
0ms4k7le@nittybiz.com,Corner & Cellar,6dec59c6c34f4fb78c94e4451ef85788,2301-7752-2,11224730,443127
9c58e9g2@nittybiz.com,Classic & Heritage Diner,034f55d2810648caa5ca32d87414a872,2301-7752-2,97669345,617044
zx6994u4@nittybiz.com,Imperial & Modern Cafe,82ce0c50f7724ebfb02ea1d70d474827,2301-7752-2,67666953,564863
juhxghqh@nittybiz.com,Fresh House,b12d0c050e2c44848b5fc516a84d914a,2301-7752-2,33114893,98313
